datetime,start_time,end_time,concSS1,concSS2,concSS3,concSS4,concSS5
2013-11-05 09:00:00,2013-11-05 08:00:00,2013-11-05 10:00:00,159.62,285.16,371.22,571.21,1086.96
2013-11-05 11:00:00,2013-11-05 10:00:00,2013-11-05 12:00:00,65.98,151.94,288.5,262.3,650.14
2013-11-05 13:00:00,2013-11-05 12:00:00,2013-11-05 14:00:00,35.38,89.35,152.39,211.23,288.75
2013-11-05 15:00:00,2013-11-05 14:00:00,2013-11-05 16:00:00,36.32,123.72,265.39,140.23,224.61
2013-11-05 17:00:00,2013-11-05 16:00:00,2013-11-05 18:00:00,4.36,35.05,67.2,89.15,142.12
2013-11-05 19:00:00,2013-11-05 18:00:00,2013-11-05 20:00:00,7.29,46.5,62.25,74.17,155.66
2013-11-05 21:00:00,2013-11-05 20:00:00,2013-11-05 22:00:00,7.42,42.98,75.13,96.98,138.51
2013-11-05 23:00:00,2013-11-05 22:00:00,2013-11-06 00:00:00,69.64,98.33,89.41,82.32,191.47
2013-11-06 01:00:00,2013-11-06 00:00:00,2013-11-06 02:00:00,85.43,154.19,153.14,173.19,270.25
2013-11-06 03:00:00,2013-11-06 02:00:00,2013-11-06 04:00:00,90.95,124.42,132.69,173.55,269.52
2013-11-06 05:00:00,2013-11-06 04:00:00,2013-11-06 06:00:00,87.59,146.22,135.07,162.17,273.75
2013-11-06 07:00:00,2013-11-06 06:00:00,2013-11-06 08:00:00,87.0,145.61,148.78,167.82,275.17
2013-11-06 09:00:00,2013-11-06 08:00:00,2013-11-06 10:00:00,90.0,159.78,173.95,252.6,400.93
2013-11-06 11:00:00,2013-11-06 10:00:00,2013-11-06 12:00:00,88.58,176.34,178.4,246.49,457.38
2013-11-06 13:00:00,2013-11-06 12:00:00,2013-11-06 14:00:00,101.08,144.93,163.29,246.31,505.14
2013-11-06 15:00:00,2013-11-06 14:00:00,2013-11-06 16:00:00,81.45,147.89,196.43,304.71,485.0
2013-11-06 17:00:00,2013-11-06 16:00:00,2013-11-06 18:00:00,73.25,134.6,157.18,233.36,359.46
2013-11-06 19:00:00,2013-11-06 18:00:00,2013-11-06 20:00:00,71.6,115.7,177.86,254.59,370.44
2013-11-06 21:00:00,2013-11-06 20:00:00,2013-11-06 22:00:00,79.13,155.79,203.4,284.13,454.78
2013-11-06 23:00:00,2013-11-06 22:00:00,2013-11-07 00:00:00,67.78,147.06,177.94,263.96,430.55
2013-11-07 01:00:00,2013-11-07 00:00:00,2013-11-07 02:00:00,100.01,163.14,225.01,391.33,645.63
2013-11-07 03:00:00,2013-11-07 02:00:00,2013-11-07 04:00:00,122.0,222.43,250.69,387.01,624.63
2013-11-07 05:00:00,2013-11-07 04:00:00,2013-11-07 06:00:00,94.57,191.72,227.59,323.69,497.38
2013-11-07 07:00:00,2013-11-07 06:00:00,2013-11-07 08:00:00,79.24,144.19,216.92,221.35,329.63
2013-11-07 09:00:00,2013-11-07 08:00:00,2013-11-07 10:00:00,69.62,167.08,194.96,217.19,298.79
2013-11-07 11:00:00,2013-11-07 10:00:00,2013-11-07 12:00:00,60.64,117.54,132.59,158.79,286.82
2013-11-07 13:00:00,2013-11-07 12:00:00,2013-11-07 14:00:00,62.58,118.14,133.24,164.93,377.78
2013-11-07 15:00:00,2013-11-07 14:00:00,2013-11-07 16:00:00,103.87,150.32,191.62,232.15,491.85
2013-11-07 17:00:00,2013-11-07 16:00:00,2013-11-07 18:00:00,145.74,252.63,268.92,316.37,648.04
2013-11-07 19:00:00,2013-11-07 18:00:00,2013-11-07 20:00:00,114.7,233.58,301.88,487.13,708.34
2013-11-07 21:00:00,2013-11-07 20:00:00,2013-11-07 22:00:00,138.35,223.31,269.86,367.79,605.36
2013-11-07 23:00:00,2013-11-07 22:00:00,2013-11-08 00:00:00,151.0,285.88,348.15,459.57,685.55
2013-11-08 01:00:00,2013-11-08 00:00:00,2013-11-08 02:00:00,181.19,275.36,326.2,453.94,699.59
2013-11-08 03:00:00,2013-11-08 02:00:00,2013-11-08 04:00:00,169.68,300.35,358.58,459.89,649.11
2013-11-08 05:00:00,2013-11-08 04:00:00,2013-11-08 06:00:00,139.09,120.91,183.55,373.68,666.01
2013-11-08 07:00:00,2013-11-08 06:00:00,2013-11-08 08:00:00,41.11,64.5,81.94,153.63,373.17
2013-11-08 09:00:00,2013-11-08 08:00:00,2013-11-08 10:00:00,38.17,61.52,85.13,125.5,311.49
2013-11-08 11:00:00,2013-11-08 10:00:00,2013-11-08 12:00:00,44.54,61.21,95.37,145.51,261.77
2013-11-08 13:00:00,2013-11-08 12:00:00,2013-11-08 14:00:00,35.75,76.01,109.86,125.61,193.65
2013-11-08 15:00:00,2013-11-08 14:00:00,2013-11-08 16:00:00,37.11,120.46,188.18,203.68,241.44
2013-11-08 17:00:00,2013-11-08 16:00:00,2013-11-08 18:00:00,59.8,170.6,187.84,261.93,459.93
2013-11-08 19:00:00,2013-11-08 18:00:00,2013-11-08 20:00:00,72.88,169.89,212.19,312.5,519.65
2013-11-08 21:00:00,2013-11-08 20:00:00,2013-11-08 22:00:00,116.58,216.59,233.4,349.08,585.59
2013-11-08 23:00:00,2013-11-08 22:00:00,2013-11-09 00:00:00,138.53,238.99,272.72,347.99,706.7
2013-11-09 01:00:00,2013-11-09 00:00:00,2013-11-09 02:00:00,120.18,222.76,245.53,380.3,701.09
2013-11-09 03:00:00,2013-11-09 02:00:00,2013-11-09 04:00:00,142.94,237.24,271.43,387.52,687.7
2013-11-09 05:00:00,2013-11-09 04:00:00,2013-11-09 06:00:00,160.32,231.52,278.71,413.28,765.66
2013-11-09 07:00:00,2013-11-09 06:00:00,2013-11-09 08:00:00,223.47,292.87,379.95,490.62,812.82
2013-11-09 09:00:00,2013-11-09 08:00:00,2013-11-09 10:00:00,216.87,279.9,325.81,500.95,890.83
2013-11-09 11:00:00,2013-11-09 10:00:00,2013-11-09 12:00:00,209.0,296.16,348.06,498.57,884.85
2013-11-09 13:00:00,2013-11-09 12:00:00,2013-11-09 14:00:00,213.56,332.72,414.06,613.01,1093.56
2013-11-09 15:00:00,2013-11-09 14:00:00,2013-11-09 16:00:00,259.77,429.2,483.2,718.74,1141.29
2013-11-09 17:00:00,2013-11-09 16:00:00,2013-11-09 18:00:00,266.91,384.25,560.81,811.72,1200.47
2013-11-09 19:00:00,2013-11-09 18:00:00,2013-11-09 20:00:00,236.81,260.04,321.37,426.9,785.38
2013-11-09 21:00:00,2013-11-09 20:00:00,2013-11-09 22:00:00,92.69,61.23,82.45,128.34,326.88
2013-11-09 23:00:00,2013-11-09 22:00:00,2013-11-10 00:00:00,31.22,41.88,33.51,51.9,136.41
2013-11-10 01:00:00,2013-11-10 00:00:00,2013-11-10 02:00:00,42.86,129.26,216.95,229.14,225.21
2013-11-10 03:00:00,2013-11-10 02:00:00,2013-11-10 04:00:00,55.41,107.9,125.38,96.04,174.25
2013-11-10 05:00:00,2013-11-10 04:00:00,2013-11-10 06:00:00,37.66,82.11,78.86,92.66,207.36
2013-11-10 07:00:00,2013-11-10 06:00:00,2013-11-10 08:00:00,18.66,64.71,53.86,58.38,111.55
2013-11-10 09:00:00,2013-11-10 08:00:00,2013-11-10 10:00:00,20.79,49.0,51.25,50.77,131.74
2013-11-10 11:00:00,2013-11-10 10:00:00,2013-11-10 12:00:00,20.28,34.56,54.06,52.53,113.09
2013-11-10 13:00:00,2013-11-10 12:00:00,2013-11-10 14:00:00,23.43,56.41,64.5,79.18,161.34
2013-11-10 15:00:00,2013-11-10 14:00:00,2013-11-10 16:00:00,34.75,62.22,50.04,114.81,176.72
2013-11-10 17:00:00,2013-11-10 16:00:00,2013-11-10 18:00:00,46.98,81.27,87.66,95.95,169.75
2013-11-10 19:00:00,2013-11-10 18:00:00,2013-11-10 20:00:00,77.3,92.37,77.69,99.18,202.05
2013-11-10 21:00:00,2013-11-10 20:00:00,2013-11-10 22:00:00,37.24,77.0,89.83,117.6,330.22
2013-11-10 23:00:00,2013-11-10 22:00:00,2013-11-11 00:00:00,30.9,79.62,87.15,115.86,373.5
2013-11-11 01:00:00,2013-11-11 00:00:00,2013-11-11 02:00:00,22.91,60.7,81.63,116.17,293.14
2013-11-11 03:00:00,2013-11-11 02:00:00,2013-11-11 04:00:00,19.08,46.6,62.13,98.96,270.72
2013-11-11 05:00:00,2013-11-11 04:00:00,2013-11-11 06:00:00,16.28,51.9,65.43,108.18,312.24
2013-11-11 07:00:00,2013-11-11 06:00:00,2013-11-11 08:00:00,23.7,59.11,73.28,113.97,373.94
2013-11-11 09:00:00,2013-11-11 08:00:00,2013-11-11 10:00:00,22.98,48.8,63.92,118.39,466.31
2013-11-11 11:00:00,2013-11-11 10:00:00,2013-11-11 12:00:00,28.44,41.42,49.69,94.28,295.9
2013-11-11 13:00:00,2013-11-11 12:00:00,2013-11-11 14:00:00,27.59,81.57,94.53,118.43,240.61
2013-11-11 15:00:00,2013-11-11 14:00:00,2013-11-11 16:00:00,28.18,100.04,126.83,168.15,385.63
2013-11-11 17:00:00,2013-11-11 16:00:00,2013-11-11 18:00:00,31.82,132.63,139.84,201.81,459.56
2013-11-11 19:00:00,2013-11-11 18:00:00,2013-11-11 20:00:00,44.9,212.21,287.71,401.98,777.4
2013-11-11 21:00:00,2013-11-11 20:00:00,2013-11-11 22:00:00,63.83,180.08,162.08,343.96,819.39
2013-11-11 23:00:00,2013-11-11 22:00:00,2013-11-12 00:00:00,28.77,120.33,208.47,367.99,643.2
2013-11-12 01:00:00,2013-11-12 00:00:00,2013-11-12 02:00:00,26.48,113.17,146.58,283.34,675.83
2013-11-12 03:00:00,2013-11-12 02:00:00,2013-11-12 04:00:00,30.59,113.92,157.24,219.52,533.26
2013-11-12 05:00:00,2013-11-12 04:00:00,2013-11-12 06:00:00,45.2,118.13,180.19,311.31,535.76
2013-11-12 07:00:00,2013-11-12 06:00:00,2013-11-12 08:00:00,52.05,143.92,214.7,319.05,546.55
2013-11-12 09:00:00,2013-11-12 08:00:00,2013-11-12 10:00:00,84.63,204.94,243.06,195.29,467.84
2013-11-12 11:00:00,2013-11-12 10:00:00,2013-11-12 12:00:00,40.08,80.03,121.84,115.92,254.77
2013-11-12 13:00:00,2013-11-12 12:00:00,2013-11-12 14:00:00,38.78,88.43,102.13,132.07,328.61
2013-11-12 15:00:00,2013-11-12 14:00:00,2013-11-12 16:00:00,65.37,101.14,105.53,163.43,325.27
2013-11-12 17:00:00,2013-11-12 16:00:00,2013-11-12 18:00:00,36.56,90.52,97.05,128.48,372.78
2013-11-12 19:00:00,2013-11-12 18:00:00,2013-11-12 20:00:00,21.27,62.94,95.28,140.97,313.85
2013-11-12 21:00:00,2013-11-12 20:00:00,2013-11-12 22:00:00,90.06,148.74,138.99,145.53,350.94
2013-11-12 23:00:00,2013-11-12 22:00:00,2013-11-13 00:00:00,117.53,236.84,268.48,273.64,443.84
2013-11-13 01:00:00,2013-11-13 00:00:00,2013-11-13 02:00:00,119.01,220.85,249.69,301.0,473.38
2013-11-13 03:00:00,2013-11-13 02:00:00,2013-11-13 04:00:00,80.47,172.12,196.47,268.86,436.9
2013-11-13 05:00:00,2013-11-13 04:00:00,2013-11-13 06:00:00,79.69,164.67,168.11,237.24,423.89
2013-11-13 07:00:00,2013-11-13 06:00:00,2013-11-13 08:00:00,69.97,167.83,177.2,247.48,453.77
2013-11-13 09:00:00,2013-11-13 08:00:00,2013-11-13 10:00:00,66.78,141.77,174.63,242.45,475.72
2013-11-13 11:00:00,2013-11-13 10:00:00,2013-11-13 12:00:00,61.69,132.59,153.43,210.9,434.98
2013-11-13 13:00:00,2013-11-13 12:00:00,2013-11-13 14:00:00,50.19,134.51,158.52,215.31,460.96
2013-11-13 15:00:00,2013-11-13 14:00:00,2013-11-13 16:00:00,50.34,132.31,180.82,244.22,468.87
2013-11-13 17:00:00,2013-11-13 16:00:00,2013-11-13 18:00:00,33.53,112.87,135.84,226.19,593.11
2013-11-13 19:00:00,2013-11-13 18:00:00,2013-11-13 20:00:00,17.27,81.61,113.88,215.18,507.93
2013-11-13 21:00:00,2013-11-13 20:00:00,2013-11-13 22:00:00,16.62,73.34,69.3,127.47,348.67
2013-11-13 23:00:00,2013-11-13 22:00:00,2013-11-14 00:00:00,10.43,45.27,59.06,89.97,265.56
2013-11-14 01:00:00,2013-11-14 00:00:00,2013-11-14 02:00:00,13.03,46.98,62.7,95.97,321.13
2013-11-14 03:00:00,2013-11-14 02:00:00,2013-11-14 04:00:00,22.75,61.66,85.14,91.97,341.28
2013-11-14 05:00:00,2013-11-14 04:00:00,2013-11-14 06:00:00,28.04,65.28,75.57,776.28,248.58
2013-11-14 07:00:00,2013-11-14 06:00:00,2013-11-14 08:00:00,35.78,73.16,72.93,73.21,155.54
2013-11-14 09:00:00,2013-11-14 08:00:00,2013-11-14 10:00:00,47.59,66.6,60.19,75.35,114.31
2013-11-14 11:00:00,2013-11-14 10:00:00,2013-11-14 12:00:00,44.51,94.08,93.28,90.51,166.63
2013-11-14 13:00:00,2013-11-14 12:00:00,2013-11-14 14:00:00,38.77,67.33,125.64,101.41,140.63
2013-11-14 15:00:00,2013-11-14 14:00:00,2013-11-14 16:00:00,39.47,60.23,72.99,96.24,131.93
2013-11-14 17:00:00,2013-11-14 16:00:00,2013-11-14 18:00:00,57.88,78.36,69.41,83.23,164.74
2013-11-14 19:00:00,2013-11-14 18:00:00,2013-11-14 20:00:00,63.85,100.19,132.16,135.65,301.85
2013-11-14 21:00:00,2013-11-14 20:00:00,2013-11-14 22:00:00,59.86,137.66,191.3,326.73,533.56
2013-11-14 23:00:00,2013-11-14 22:00:00,2013-11-15 00:00:00,102.34,187.11,211.5,295.08,537.79
2013-11-15 01:00:00,2013-11-15 00:00:00,2013-11-15 02:00:00,110.63,248.94,322.49,491.63,1002.58
2013-11-15 03:00:00,2013-11-15 02:00:00,2013-11-15 04:00:00,147.44,343.72,392.71,616.29,1182.75
2013-11-15 05:00:00,2013-11-15 04:00:00,2013-11-15 06:00:00,212.39,348.0,382.61,551.58,972.95
2013-11-15 07:00:00,2013-11-15 06:00:00,2013-11-15 08:00:00,224.09,347.29,371.11,482.14,758.72
2013-11-15 11:00:00,2013-11-15 10:00:00,2013-11-15 12:00:00,309.07,432.1,481.31,595.64,841.7
2013-11-15 13:00:00,2013-11-15 12:00:00,2013-11-15 14:00:00,274.74,418.46,458.58,413.35,652.88
2013-11-15 15:00:00,2013-11-15 14:00:00,2013-11-15 16:00:00,198.27,299.86,346.16,496.28,603.37
2013-11-15 17:00:00,2013-11-15 16:00:00,2013-11-15 18:00:00,216.81,378.69,469.67,476.71,583.07
2013-11-15 19:00:00,2013-11-15 18:00:00,2013-11-15 20:00:00,44.45,151.87,263.88,245.66,244.23
2013-11-15 21:00:00,2013-11-15 20:00:00,2013-11-15 22:00:00,29.16,72.3,90.13,115.55,176.3
2013-11-15 23:00:00,2013-11-15 22:00:00,2013-11-16 00:00:00,55.41,86.38,78.36,87.94,196.83
2013-11-16 01:00:00,2013-11-16 00:00:00,2013-11-16 02:00:00,30.41,116.3,140.36,145.11,238.56
2013-11-16 03:00:00,2013-11-16 02:00:00,2013-11-16 04:00:00,21.55,93.98,130.44,166.75,322.71
2013-11-16 05:00:00,2013-11-16 04:00:00,2013-11-16 06:00:00,25.66,101.19,128.73,185.75,340.84
2013-11-16 07:00:00,2013-11-16 06:00:00,2013-11-16 08:00:00,11.66,57.98,95.72,155.56,373.25
2013-11-16 09:00:00,2013-11-16 08:00:00,2013-11-16 10:00:00,9.62,27.14,60.83,118.39,262.4
2013-11-16 11:00:00,2013-11-16 10:00:00,2013-11-16 12:00:00,7.28,44.05,76.59,85.13,122.78
2013-11-16 13:00:00,2013-11-16 12:00:00,2013-11-16 14:00:00,11.63,107.67,160.73,269.38,509.09
2013-11-16 15:00:00,2013-11-16 14:00:00,2013-11-16 16:00:00,15.26,101.2,167.49,345.69,877.34
2013-11-16 17:00:00,2013-11-16 16:00:00,2013-11-16 18:00:00,26.45,156.87,285.23,654.57,1701.82
2013-11-16 19:00:00,2013-11-16 18:00:00,2013-11-16 20:00:00,47.36,219.34,261.97,411.31,1496.82
2013-11-16 21:00:00,2013-11-16 20:00:00,2013-11-16 22:00:00,38.01,199.83,183.89,322.39,1244.54
2013-11-16 23:00:00,2013-11-16 22:00:00,2013-11-17 00:00:00,10.88,96.16,113.3,259.44,1093.55
2013-11-17 01:00:00,2013-11-17 00:00:00,2013-11-17 02:00:00,14.08,52.13,82.82,125.98,634.76
2013-11-17 03:00:00,2013-11-17 02:00:00,2013-11-17 04:00:00,24.45,46.6,39.07,41.48,58.91
2013-11-17 05:00:00,2013-11-17 04:00:00,2013-11-17 06:00:00,11.74,24.95,31.17,32.2,46.17
2013-11-17 07:00:00,2013-11-17 06:00:00,2013-11-17 08:00:00,10.82,18.05,22.76,30.05,39.11
2013-11-17 09:00:00,2013-11-17 08:00:00,2013-11-17 10:00:00,5.8,19.3,25.93,30.38,49.18
2013-11-17 11:00:00,2013-11-17 10:00:00,2013-11-17 12:00:00,15.55,29.8,31.16,44.82,78.21
2013-11-17 13:00:00,2013-11-17 12:00:00,2013-11-17 14:00:00,17.91,35.3,45.66,45.15,86.16
2013-11-17 15:00:00,2013-11-17 14:00:00,2013-11-17 16:00:00,15.81,46.28,49.09,51.89,137.82
2013-11-17 17:00:00,2013-11-17 16:00:00,2013-11-17 18:00:00,16.03,37.0,48.86,50.51,130.37
2013-11-17 19:00:00,2013-11-17 18:00:00,2013-11-17 20:00:00,23.63,46.61,49.98,60.62,134.87
2013-11-17 21:00:00,2013-11-17 20:00:00,2013-11-17 22:00:00,29.05,56.57,69.22,77.27,158.15
2013-11-17 23:00:00,2013-11-17 22:00:00,2013-11-18 00:00:00,25.8,49.41,50.7,66.57,140.08
2013-11-18 01:00:00,2013-11-18 00:00:00,2013-11-18 02:00:00,29.38,72.6,79.08,89.35,212.24
2013-11-18 03:00:00,2013-11-18 02:00:00,2013-11-18 04:00:00,28.02,55.0,85.44,187.66,619.8
2013-11-18 05:00:00,2013-11-18 04:00:00,2013-11-18 06:00:00,27.84,99.7,153.63,225.4,547.64
2013-11-18 07:00:00,2013-11-18 06:00:00,2013-11-18 08:00:00,29.99,91.98,147.0,239.92,602.43
2013-11-18 09:00:00,2013-11-18 08:00:00,2013-11-18 10:00:00,34.83,111.2,184.06,304.68,680.23
2013-11-18 11:00:00,2013-11-18 10:00:00,2013-11-18 12:00:00,34.55,125.83,188.75,291.26,674.94
2013-11-18 13:00:00,2013-11-18 12:00:00,2013-11-18 14:00:00,33.22,135.0,174.44,219.28,523.8
2013-11-18 15:00:00,2013-11-18 14:00:00,2013-11-18 16:00:00,72.86,155.53,175.01,254.22,506.38
2013-11-18 17:00:00,2013-11-18 16:00:00,2013-11-18 18:00:00,79.22,161.1,198.44,292.38,562.18
2013-11-18 19:00:00,2013-11-18 18:00:00,2013-11-18 20:00:00,47.32,155.55,208.4,346.63,774.8
2013-11-18 21:00:00,2013-11-18 20:00:00,2013-11-18 22:00:00,60.03,191.22,229.35,370.1,751.28
2013-11-18 23:00:00,2013-11-18 22:00:00,2013-11-19 00:00:00,85.25,233.31,260.68,334.38,749.68
2013-11-19 01:00:00,2013-11-19 00:00:00,2013-11-19 02:00:00,37.11,142.19,196.33,204.97,361.2
2013-11-19 03:00:00,2013-11-19 02:00:00,2013-11-19 04:00:00,31.85,84.28,91.81,114.19,233.47
2013-11-19 05:00:00,2013-11-19 04:00:00,2013-11-19 06:00:00,25.83,66.85,95.41,112.29,251.84
2013-11-19 07:00:00,2013-11-19 06:00:00,2013-11-19 08:00:00,62.91,101.97,94.02,94.36,317.96
2013-11-19 09:00:00,2013-11-19 08:00:00,2013-11-19 10:00:00,131.12,166.33,169.53,163.27,369.27
2013-11-19 11:00:00,2013-11-19 10:00:00,2013-11-19 12:00:00,272.49,321.0,235.87,276.89,541.36
2013-11-19 13:00:00,2013-11-19 12:00:00,2013-11-19 14:00:00,177.28,333.27,418.07,540.57,508.46
2013-11-19 15:00:00,2013-11-19 14:00:00,2013-11-19 16:00:00,115.61,187.29,218.47,271.99,343.17
2013-11-19 17:00:00,2013-11-19 16:00:00,2013-11-19 18:00:00,169.59,251.32,250.48,265.29,367.11
2013-11-19 19:00:00,2013-11-19 18:00:00,2013-11-19 20:00:00,120.95,175.75,211.22,297.21,443.06
2013-11-19 21:00:00,2013-11-19 20:00:00,2013-11-19 22:00:00,94.78,145.55,170.99,238.76,357.09
2013-11-19 23:00:00,2013-11-19 22:00:00,2013-11-20 00:00:00,74.51,54.68,71.3,141.66,277.76
2013-11-20 01:00:00,2013-11-20 00:00:00,2013-11-20 02:00:00,27.37,60.83,73.52,98.94,174.94
2013-11-20 03:00:00,2013-11-20 02:00:00,2013-11-20 04:00:00,36.62,78.92,109.18,120.78,233.81
